ID,name,start_year,max_hole
57204303591,Xavier Coppolani,2018,28
24824680900,B. Kose,2016,26
24366780800,Houria Hamzaoui,2008,19
56562658000,S. Haouet,2015,25
55316929500,Benoît Compte,2012,22
6506935065,Andrei Zinovyev,2003,13
8928394700,Hayat Doukkali,2005,15
56817030600,Gernot J. Kraberger,2016,26
13612974900,Emine Krichen,2004,14
55712325300,Stefan K. Muller,1993,18
55696837800,Tyler Dwyer,2015,25
56061464700,Jorge Figueiredo Morgado,2014,24
6507263191,Denis Clodic,1993,20
35249797700,Barbara Whitney,2006,18
7103164555,Howard J. Hamilton,2013,20
7003483737,Kenji Kiyohara,2010,22
7102336869,François Torrès,1992,12
23767651300,Michael Mangan,2017,28
57194440121,Theoni Magounaki,2017,27
55888574700,François Pelsser,2013,23
23007354900,C. Chastanet,2007,18
36246805000,Agnieszka Siemion,2011,26
57194806873,Katerina Zourou,2005,15
14042498700,Gerasimos G. Pollatos,2014,24
7403252543,Janito Vaqueiro Ferreira,2013,22
6507429909,Riadh Tebourbi,2008,18
50162245500,F. Palancade,2011,21
35616191400,Gerard Hébuterne,1990,7
35956540400,Francois Leduc-Primeau,2014,24
57193021407,L. M. Mugnier,2010,20
34573019300,C. Saint,2007,17
24528263400,Christophe Feltus,2013,21
23568671500,Rich Piech,2007,17
44861644700,Reza Parseh,2014,24
16744529400,Katrijn Van Deun,2011,21
55811142200,Juan Manuel Martinez Caamaño,2014,24
57196601750,Julien Sénégas,2001,16
7003310513,Claude Valot,1990,14
55647175800,Nadine Khodor,2014,23
21740911600,Jenny Knapp,2006,24
7101643443,Christopher L. Holloway,1994,24
8321501200,Alvaro Soruco,2004,14
57198660179,Jan Sanromà Sánchez,2016,26
57197334971,Jorge Guevara,2013,23
36182224400,Grazia Cecere,2009,21
57199086452,Liu Liu,2010,20
6508002328,François Pichault,2008,22
57171524000,De Oliveira J.,2016,26
22734208600,Kumaran Kalyanasundaram,2006,14
57056545500,Gersende Fort,2005,15
16064932200,Gabe Sibley,2011,21
57203082048,S. C. Fleming,2015,25
7005076225,W. B. Church,2013,23
7006973731,N. Yu Gordeev,2015,25
14022924500,Dan Kushnir,2016,26
6701778224,Ondrej Cip,1997,25
36992162200,Sook Lei Liew,2016,26
57203361120,Karim Tamssaouet,2018,28
6506374807,Didier Magnon,1999,13
6506371804,Nicole Schweikardt,2010,20
56133220000,David Roe,2014,24
57201034762,Y. Wang,2017,28
56013549400,Gennady Valyavin,2017,27
6504051838,Pierre Moukeli,1992,26
7003666556,Beatrice Cabon,1990,6
6505479747,Vincent Tiberghien,2002,16
6701495329,Jim Riker,2012,22
7005676048,M. Ganapathi,1996,11
7003698583,B. Schnell,2004,22
57004335200,Monique Baron,1992,22
35145825600,Jalel Euchi,2011,25
35414766400,A. David Edwards,1998,20
56119256900,Sébastien Bette,2010,25
57023811900,Paul Willot,2015,25
57199340793,Simon Coutel,2007,17
55111507000,Chiara Cavallari,2012,27
57191835168,Estelle M. Massart,2017,27
6505876968,Samuel Canizales-Quinteros,2006,27
57198569700,Yuan Qi,2007,17
9235421400,Pedro Miranda,2015,26
57195513027,Valerii Karasik,2015,25
27867732400,Ali Fakeri-Tabrizi,2009,18
55458888500,Nikhil Singh,2015,25
6603948920,Ildefonso Cases,2005,15
7202112407,Carlos Ferreira,2002,16
36867501900,Jean Philippe Boyer,2005,16
56426249400,Catriona Wimberley,2015,26
7005232048,Peter Van Dam,2016,27
7004001310,Madeleine Coutanceau,1990,21
7006345587,Bernd Mohr,1993,10
7003790612,A. Svishchev,1997,21
7202799510,Eric L. Nielsen,2015,28
57189607597,Paul Murray,2018,28
18038129600,Nicolas Richart,2006,17
7201535603,Vyacheslav Abramov,2002,16
6504235652,Zerubia Josiane,2002,16
7006455371,Alexandr V. Kostochka,1997,11
25924190100,L. J.Deuze,1997,21
24448424800,Nicola Soranzo,2012,27
56609522700,Weigang Sun,2014,24
57197782174,C. Steinbrinki,2017,27
56707353100,François Olchewsky,2015,25
42862281800,Benjamin Portier,2011,22
16686675000,Oscar M. Rueda,2013,23
57196974608,A. Kohl,2009,19
7005716908,R. Govindarajan,2003,13
7406201835,J. Ma,2004,14
57199337966,Aude Espesset,2015,25
14622258500,Frederique De Vignemont,2002,16
56363833000,G. Robert,2003,14
36650377000,Florence Baurier,2010,26
44260905000,M. Gharavipour,2016,25
56384531500,M. M. Maslov,2013,25
6603444082,L. T. Gruyitch,1997,8
6507428325,Hugues Ahibo,2010,20
13403836400,Grey Ballard,2013,23
6508196724,Vincent Barreaud,2003,13
57190071341,Adrien Revault d’Allonnes,2016,26
6602926080,Marek Morzyński,2008,21
57201285798,Félicien Duplan,2012,22
25650338100,L. Lancia,2008,19
56614953100,Joelle Tassel,2013,25
57194445456,Nimisha Sivaraman,2017,27
6602942880,Ladislav Drska,2001,17
57190026643,Muhammad Mukhtar,2018,28
6602113800,C. Genestie,1994,15
6602320153,N. Kando,2006,16
57204803235,Stephen Mutuvi,2018,28
55913012300,Liliane Pellegrin,2004,15
9523235,Clément Bailly,2013,27
53877497700,Di Loreto Ines,2011,21
57198188202,Eunice Herrera,2014,24
53663781300,Mohamed Nabil Houam,2016,26
37066416600,Olivier Morillot,2011,21
56181497000,R. Capelli,2015,25
6507116454,D. Bied-Charreton,1998,16
12752759400,Alessio Del Bue,2012,22
55843876100,Frédéric Piro,2013,24
56455419200,Andrew Walker,2003,15
55148739200,F. Medina,1998,17
57044775400,H. Jeanny,2002,16
7003591944,Jean Yves Ollitrault,1991,18
57199459012,R. Klein,2007,18
6701713329,Mette Owner-Petersen,2011,21
56856681300,Th Pain,2004,27
7006466102,Ilme Schlichting,1990,26
6507769267,J. F. Mariage,2004,14
7004605935,Jorge Igual,2010,20
24471128400,Olfa Chourabi,2005,15
55967782200,François Tricot,2016,25
55737245100,Dominique Dufour,2014,24
53867137900,Yahia Said,2012,22
57203257201,Anil Somayaji,2010,20
18938224300,David Wilfinger,2009,19
36662639000,N. Parihar,2018,28
7103324797,Jens Erik Mai,2013,23
24072607700,Françoise Vibert,2008,28
55382230700,D. Garbin,2013,23
7202824028,Andrea K. Steiner,2018,28
6506437521,Wojciech Szynkiewicz,2017,27
50263767800,Ma Zhong,2016,26
57205355467,Raphael Brun,2018,28
7102694126,Carole Blanc,1996,11
16246093500,Pierre Sicard,2007,28
55334945200,Boris Batteux,2012,22
6603005292,T. Lasri,1991,10
55532185900,Ivan Gaspar,2013,23
23994015300,S. Lischke,2013,23
7004152332,François Chapeau-Blondeau,1991,4
24782677000,Emmanuelle Garel,1993,10
35606867000,Jean Louis Lacoume,1990,2
6701867252,Emile Quinet,1991,22
7202450647,Patrick Keller,1990,16
7201637974,Joseph C. Cannon,2004,14
26667778300,Dmitry Kolyukhin,2010,20
57202787355,Roxelane Cakir,2018,28
55659617800,Hugo Gonzalez,2011,21
6701851842,Pierre Courtellemont,1994,7
57188574559,Xavier Fontaine,2016,26
24079827900,Gabriel A. Devenyi,2017,27
7402410157,Andrew Harvey,2014,24
56742931400,Surya Ambrose,2015,25
8247913500,Géraldine Martin,2005,15
15059874600,Talel Abdessalem,1998,11
6602396515,Paola Sartoretti,1997,22
6507683844,Gerard Babonneau,1994,8
24463533200,R. P. Martins,2007,27
55891415500,Olivier Buffet,2001,11
6701531880,Philippe Mauran,1996,7
24479381400,L. El Fissi,2007,19
24331202900,R. Dèturche,1999,21
8621903200,Robert Braun,2006,16
57197261242,Elisabeth Hartmann,2011,28
15750657400,L. Guillot,2009,19
54383588400,Jacques Machizaud,2011,22
7005912908,Jean Michel Gaudin,2001,17
55850974300,Rie Sato,2014,24
16238324200,Laurent Alfandari,1999,9
8521156000,L. Byerley,2005,15
39161875400,J. M. Tanguy,2012,20
57204256510,Christophe Dunand,1999,22
7402121316,Christophe Michel,2000,18
7005891727,A. Kivimäki,2005,24
7003811442,Michael Blot,1998,26
6508121310,Reinhold Vahrmann,1997,21
42860907700,Bruno Aizier,2012,21
57191224440,Sana Benjemaa,2016,26
36776104600,Elisabeth Remy,1994,12
6506279289,O. Carsten,2014,24
53871367600,Juliette Dromard,2012,21
6506054676,John M.L. Ebos,2013,24
23468850600,A. Bender,2014,24
55613351800,Fabrice Sabatier,2016,22
8714531400,Bob Snowdon,2003,15
24478041100,Dong Li,2007,17
55904171200,Pascal Mailley,1993,23
23992333600,P. Brunswick,2007,17
57204166704,Maria Kondratova,2015,28
7202919796,R. Brenner,2000,20
55203402500,N. Chevalier,2010,20
6603291257,M. Mampaey,2005,15
57191896486,Jose Gorrotxategi,2018,28
57203764894,Phuong T. Do,2018,28
14822032600,O. Favez,2006,27
8375595500,David Huygens,2004,17
56364787900,Odile Boissonnade,2014,28
6701332366,Antoine Pery,1991,27
36919464800,Ammar Werghi,2010,20
15749913700,P. Bahurel,1998,18
54791519300,Shakila Reyaz,2011,21
6507460498,Abdelouahab Zaatri,2007,17
7103255696,Marjolaine Roche,2002,28
8954553000,Nikolai Tillmann,2010,20
6504280434,J. Balavouane,1998,20
44061504500,Mariem Makni,2016,26
36444880000,Souha Hacine,2010,20
35337532400,Rachel Paul-Bellon,2009,24
24765043000,Joan Reynaud,2008,18
7202599276,Rémi Michel,1997,11
56102332900,Sjoerd Op 'T Land,2013,23
7005516891,M. J. Uren,2001,19
6701619298,Serge Castan,1990,16
56221481300,C. Petit,1993,15
57126412300,Yamina Ghozlane Habba,2016,27
7005882054,J. Mareschal,1997,21
7801425477,Ghislaine Chartron,1990,13
7202572515,Khanh Quoc Nguyen,2000,18
6507810254,V. Le Dantec,1996,15
9737168200,Matthew Vaughn,2004,26
32867573200,G. Bigeard,2013,23
36170725800,Yves Lafon,2010,20
57198421197,Deepak Sharma,2010,20
7102658741,Brijesh Verma,2008,18
8632901600,S. Slavney,2004,14
35576025900,Chimay J. Anumba,2000,11
57197512605,Christina Butler,1998,20
7401983636,S. Wada,2010,20
52564373300,Pedro Rodrigo,2018,28
27267548800,Issam Bouslimi,2008,18
8649922200,Société Française De Systématique,2004,14
6504435489,A. Mandrille,1997,21
21742024000,Bogdan Bereu,2009,17
6505780454,Charles Levert,1995,23
35426777000,Sarang Joshi,2009,22
41661333600,Kamel Deramchia,2011,22
6603876531,B. Schunke,1999,22
6507801765,Frédéric Cointault,2002,12
7006366996,S. V. Ramani,1995,7
55877664500,M. Iouallalen,2015,25
57205529930,Charles A. Mjema,2018,28
7801495770,Karim Atif,1991,27
7004586914,G. Pistone,2000,18
6506752026,Jean Bruce Guignet,1996,22
57191567652,Sebastien Dery,2016,26
55679781300,T. Baritaud,1993,25
57200740328,J. Szydlowski,2007,17
56114878300,T. Kentischer,2016,26
7003856247,Christophe Ribuot,1991,21
12784638500,Ross Gayler,2017,27
54384103500,R. Perenon,2011,21
6603966918,J. Pynte,1991,23
7006113403,Vlad Rusu,2003,13
6506730048,Philippe Juston,1997,19
56204367700,D. Carau,2014,24
54683410200,Alexis Benichoux,2011,21
6507994853,Christophe Fourtet,1997,20
55853520200,Sébastien Guéroult,2012,24
37103696500,Carole Dupré,2009,21
56883991800,Malo Robin,2015,27
57199211282,Elisabeth Renard,2017,27
7005684737,Shirley Coyle,2010,20
35931990200,Alexandre Decan,2012,22
16029349900,C. Parisel,2005,17
55638880700,Julian Wormann,2016,26
12752880700,Georg Dummer,2005,15
6602316489,Khémara Kham,1996,18
55993738300,G. Páez,2018,28
7103329271,Gunter Schumann,2005,27
7003747065,M. Mallar Chakravarty,2009,27
6602709102,P. Therme,1995,21
7103226177,Guillaume Peter,2003,15
55802765000,Ying Weng,2017,27
23011446200,Malcolm Dobson,2007,23
55791287800,B. A. Mai Hoang,2014,23
35263498900,Thomas Altenburger,2012,20
55413900600,Seungwon Choi,2018,28
57190000495,Van Binh Dinh,2015,25
36038915700,Nicholas J. Turro,1990,17
36761682200,Z. Y. Wang,2003,13
57150905800,F. Aussenac,2007,24
57203195469,Toshimichi Kida,2008,18
7102589497,Karsten Kristiansen,1996,23
57189049805,Roghayeh Mojarad,2018,28
26031133500,Konstantina Terzaki,2013,27
8972776100,Kai Xie,2005,15
55453864300,Hung Truong,2013,22
16232515300,Christopher Amato,2009,20
57207539369,Hind Castel,2018,28
14523639900,Nicolas Terrien,2003,19
7103107813,L. Serra,2001,17
54882296700,Lilian Muniz-Alvarez,2008,21
24337024400,Maria Zontak,2016,26
57192276583,Q. Douasbin,2017,28
15737264900,Viet Hung Nguyen,2004,14
44461350000,Hachem Guerid,2013,21
57205548815,Yael Bis Kong,2018,28
55796570300,H. Zhang,2007,18
36774406500,Ali Abbas,2011,21
7102110919,Claude Baron,1998,8
56375411500,Fabien Casse,2000,18
7004084969,Velio Tralli,2014,24
24781495300,A. E. Tutac,2008,18
57196826002,Bernard Drouin,1991,22
25823157400,Dionne Haynes,2012,22
23990572900,Xavier Grehant,2008,18
35557922900,Elisabetta Carpitelli,2009,27
7103071727,Damien Ernst,2006,17
56938406400,Arij Lahmar,2015,25
56247683800,S. Brazovskii,1996,14
24342258300,P. Tokarsky,2015,25
57194470819,Thomas Recht,2018,28
57061729600,Richard Kaiser,2009,19
16678335800,Antônio S.K. Braz,2012,25
16679297300,Heinrich Hördegen,2007,17
6508072905,I. Montilla,2006,16
23470114300,Benoit Nabholz,2008,25
35445061200,A. J. Neves,2005,21
54413301100,Jean Yves Schneider,2011,21
8409839300,Olivier Collignon,2005,27
55701257700,Z. Rau,2006,16
7006480369,Andre Van Schaik,2011,28
53984931800,X. Mommers,2012,23
55706386600,Weibin Zhang,1999,17
56010659600,Nadia Trainar,2013,23
56242734600,Yasmina Ghebghoub,2016,24
8087635700,Henri Xhaard,2015,25
53866214200,S. Caprili,2013,23
56284113400,Andre Ferrari,1991,2
24467396100,L. Dghoughi,2006,17
56948436200,Xin Liu,2014,24
6602533668,Engin Kirda,2008,18
55414590100,I. Nemoianu,2012,22
7006824081,G. Mazé,1991,12
11139814600,Thierry Contaret,2000,28
57203556768,Y. He,2016,26
15765886900,Alfred Merlins,1998,20
57015671700,G. Kurij,2015,25
7005287842,S. Masi,1994,24
57192369366,Stefan Kinauer,2016,26
36860321100,Khalid Saleem,2007,17
14060048400,Youssef Fakhri,2012,22
14034822300,Martijn Wehrens,2018,28
8890139400,Y. Yamamoto,1993,16
6602208166,Frédéric Morancho,1995,19
57206139083,C. Vermeulen,1997,21
56586183700,Pavol Černý,2015,25
56574253400,Danae Boutara,2015,25
55110571200,D. Viganò,2013,26
57190007363,Wolfgang Minker,1998,6
56039359700,Laura Papaleo,2011,21
16039058700,A. Hétet,2001,13
6602213358,Dror E. Warschawski,1995,28
11141215200,A. Treizebre,2004,16
57192871319,Carlos André Batista De Carvalho,2017,27
16041454700,Kipton Barros,2014,24
55829889400,Bertrand Le Guyader,2013,22
8961465300,Rodney Van Meter,2010,19
6604037027,L. Tsonev,1990,20
7102111367,Faiez Zannad,1990,23
6504528124,Stephen C. Parshley,2010,28
6506338534,D. Schneiders,1994,24
10638782700,P. L. Butzer,2005,20
24475169700,A. Mourad,2008,18
6505797546,Véronique de Berardinis,2004,18
7003328233,Yves D'Asseler,2005,17
14825319000,Robert McEvoy,2009,19
7403935545,Rod Adams,2013,23
15064167400,Odile Nasr,2008,16
56229012300,Bertrand Mathieu,2003,13
8531092400,Carole Bernon,2003,13
6602830765,Marc Adrat,2017,27
14631671700,Ramzi Farhat,2005,17
26639176300,P. Bristowd,2008,18
12140214000,J. Leroy,2004,14
7003660479,O. Krause,2004,14
6602685183,Igor Kuzmanovski,2011,21
57193484476,Yahya Al-Dhuraibi,2018,27
57207613585,Henri Atlan,2014,24
55429905900,Christian Schmid,2010,20
8974298800,Agustín Santos,2013,23
34267543700,Paul Cupillard,2009,28
55481705600,F. Vitillo,2014,25
55308122800,J. Collier,2008,21
24066803200,Sebastien Guerif,2006,15
55461094600,Ying Bai,2007,17
7202675553,Stefan Knapp,1998,27
35811068300,Fabien Nicolas,2009,19
55434541800,Didier Henry,1994,24
7003876500,Pierre Evesque,1990,25
12789360100,Caroline Chaux,2005,15
16309169300,Herman Bayem,2007,18
56533775500,Jean Vivien Millo,2006,16
56848087600,Jean Luc Mari,2001,11
6507574048,Aurélien Labrosse,1996,25
24823222100,Sabine Webel,2012,22
6504799311,Fornel De Frédérique,2004,14
56490742600,Stéphanie Lalande,2015,25
56006891400,Carlos M. Fonseca,2016,26
55907531800,Lukas Peter,2014,26
56779659000,Aiman Fang,2017,27
26430587700,Andrew F. Hill,1993,25
23485102000,Valérie Depauw,2011,21
56043100300,Nabil Hmina,1996,23
56291578300,Changsoo Hong,2016,26
6701822087,Alain Lecavelier Des Étangs,1994,16
7202357873,Matthias Tichy,2014,24
7005925616,Serge Domenech,1990,3
57193690159,Pau Prats-Iraola,2017,27
7202810400,M. Roux,1990,23
6602111300,Tobias Schaeffter,2007,17
36965955200,Jean Christophe Chambelland,2005,16
53979669000,A. Gobrecht,2011,21
57197210462,A. Saidi,2004,14
6701797288,Jean François Semblat,1995,12
7403735426,G. A. Evans,1999,16
55247180800,Vibol Yem,2018,28
25224446100,Rémy Ghidossi,2006,19
57204182657,Walma Gharbi,2018,28
57189352376,Fabien Dewaele,2016,26
6507326031,Thai Quynh Phong,1994,24
6506254366,K. Ouriachi,1993,23
8916594500,P. Coumel,1990,19
38861318900,Hélène Duval,2011,21
7102747178,Robert K. Reich,2004,14
55990586500,A. Laveau,2014,24
6602761586,Patrick Gilliéron,1998,19
8419036300,Ling Ju Hung,2017,27
7006010423,Peter Sloot,1999,10
25821032200,Min Chen,2014,20
55664982300,Hugues R. Crollius,1998,20
6506335479,Olga Klimchuk,2003,26
56401066300,Chirine Ghedira-Guegan,2016,24
55279840200,N. Bouts,2012,23
23972116700,C. Y. Cho,2013,23
54410865200,Jinpeng Li,2012,21
55305495900,George Zakharia,2011,22
7102894395,Samer Mohammed,2005,15
57206338927,François Duport,2018,28
6603026943,V. Badilita,2011,21
8390872300,Nicola Acito,2012,22
6604026337,Eduardo Quel,2001,13
36247126400,T. Ballet,2010,20
11840396100,T. De Grool,2005,15
6505714160,O. Le-Huy,1993,25
24605021000,Paolo Besana,2009,19
57202997114,Riccardo Manzotti,2013,23
16047077100,Vincent Bombardier,1993,7
25027780200,Laurent Montini,2008,18
57192589742,Roberto Munoz,2018,28
57198283584,Marius Oltean,2006,16
26324839900,Jean Michel Denoual,2008,19
36106950100,Eliane Giraud,2010,24
39862078000,Mario Salatti,2011,28
8934649400,Changrong Li,2003,13
57200002628,Rafael Castro de Andrade,2018,28
57198464710,G. Q. Zhang,2004,14
55882114500,J. Wang,2015,25
55421230800,Justyna Gromada,2012,22
55866644800,V. Vokhshoori,2002,16
23466267100,L. Bergé,1993,17
13104105400,Jeong Won Cha,2011,21
55993765300,Virgilio López-Morales,1999,19
57202051911,Alexandra Mocanu,2015,25
16479648400,Anne Laure Daniau,2007,24
7005841886,Ariel Orda,1998,9
6701710477,Robert Content,2004,14
57195318561,Jonathan Yung,2017,27
37022886800,Stéphane Abide,2005,15
6504726053,P. Le Moal,2000,25
7202006961,Michael W. Mahoney,2012,22
7103235792,Renata Vieira,2002,12
23984405500,O. Bouchhida,2007,18
57130573900,Arnaud Février,1997,21
8858674400,Samir Jafar,2004,15
57194876225,Frits Kuipers,2015,25
23994473300,T. Zdanowicz,2007,18
36099406900,Gislain Lipeme Kouyi,2009,24
7101921631,François Laurent,1990,22
24474350000,Blaise Angoma,2008,18
57197550466,Michael Raab,2017,27
6507704299,Fatma Nasoz,2004,14
6505827997,G. Ancourt,2004,14
15060638400,Ilana Zilber-Rosenberg,2016,26
6505808524,Guilherme De Andrade Garcia,2015,25
15757730900,Anne Lacheret,2005,17
56540618700,S. Klein,2017,27
9337949200,Antoine Aiello,1995,6
15031103800,R. Boulestin,2005,26
56097932900,Zhuoru Li,2017,27
57202458090,Pamela Ferrari,2018,28
55445267300,Ofer Markish,2015,25
55636260800,Sylvain Poulenard,2012,24
56815964400,Yanjie Cheng,2015,25
56458718000,Ivy Au,2014,24
7102330283,M. Palma,1998,20
24177855000,D. Tsamados,2001,17
7005889055,Franco Bartolini,2003,15
6507635041,G. Azria,1992,26
8631765400,G. A. Pavliotis,2012,23
22333352200,H. Bolvin,2006,16
7101643712,Michael Ashley,2005,16
26427626300,Aziz Elkechai,2009,24
9747798600,Stephanie Boutroy,2005,24
6506243538,Thomas Hirschmann,1994,24
7103018112,Gonzalo Navarro,1998,8
57204018224,Mathilde Ravier,2018,28
33967505000,Thomas Carraro,2013,25
6602077926,M. Schicke,1996,17
24384547900,Djiby Racine Thiam,2010,21
35269233000,François Kbefer,2009,19
22735230000,Rodrigo Roman,2012,22
7006035508,C. Lowry,1992,23
57188717153,Erwan Motte Pascal Fanise,2015,25
57191956738,George G. Karagiannis,2017,27
55482843400,Animesh Sharma,2003,15
35766202200,Luca Dezi,2014,28
7402172965,H. Nishimura,2004,14
55998884600,E. Dujaudin,1998,20
57192908596,M. Gallezot,2017,28
56661855200,Joseph Di Martino,2015,25
6602640938,Franc Christophe Baurens,1996,22
55489059700,Nadege Lemperiere,2013,22
7201978796,Yong Xiang,1999,11
6507748427,D. D. Fitzenz,2005,17
36161074400,M. Guilhem,2010,20
57194166499,An Tran-Hong,2017,27
7005382725,Takahisa Jitsuno,2016,26
8715386600,Aju Jugessur,2002,15
8337451300,Julien M. Hendrickx,2008,26
8219662100,Kirill Kogan,2016,26
55989768700,Gerardo Romero,2012,26
57201662785,Havard Vincent,2017,27
6603363843,Franco Pastrone,2004,19
36608024700,Celso Gonçalves,2009,19
7801352652,Bartolo Scanavino,2006,16
23392117700,Rachid Chalal,2013,23
8270019500,Christophe Prieur,1999,10
7007163408,Francis Allard,1991,15
9434909000,R. Dallier,1994,16
57198141331,Mouafac Fadel Bernard,2008,18
57172138300,Thiago Moreira Da Costa,2015,25
36106109500,A. Orieux,2009,20
56027039900,Hlynur Sigurthórsson,2014,24
55204170800,Jorg Ackermann,2002,16
57196745725,Jasper Peschel,2017,27
54898337000,Damien Gouteux,2012,22
37661456500,Maher Hamdi,2011,22
7103352803,Amit Sahai,2015,25
7004041925,Claude Bataille,1996,22
27568123400,Paolo Umiliacchi,2009,19
6505814013,C. Adnet,1998,8
6506046877,S. Esteva,2003,15
13104482700,Woody Sherman,2013,26
55834885800,Jinwoo Shin,2015,25
54882405700,A. Marzaki,2011,21
55953170300,Brent Disselkoen,2016,26
7006274750,C. D. Dewhurst,1997,15
56199741300,Vincent Dimanche,2014,24
57193602151,Nanthana Chaiwong,2017,27
35789830500,Walid Ayedi,2012,22
8895785900,Berk Gökberk,2009,19
57193348412,Pauline Puteaux,2017,27
44861521900,F. Kerouh,2013,23
57196261417,Floran Barelli,2017,28
6506061770,A. Naressi,2001,17
56431477000,Yifan Zhou,2013,23
57200276125,Amit Kumar,2009,24
7005651253,Laurent Meijer,2004,22
26428762300,S. Jaworski,2009,19
7202767570,P. M. Adler,1990,10
32667508400,Claudia M. De Oliveira,2004,18
6506221597,Jean Claude Bizeul,1999,17
24823823700,Xiaomin Chen,2011,21
35604263800,W. Rentería,2010,20
7005692975,Jean Pierre Wigneron,1992,2
57195356909,Atchutananda Surampudi,2018,28
6602310732,Anne Sophie Beignon,2001,27
57196477266,Pablo De La Fuente,2003,15
6602736695,L. Belkoura,2002,12
23389572300,Nada Matta,1998,8
36599291700,Stefano Teso,2017,26
36619313700,Siwei Sun,2018,28
57199682533,B. Ronot,2005,15
57124822500,Christian Blanes,1990,28
6507643846,Gilles Bernard-Michel,2002,14
22333919000,Nicolas Godzik,2003,14
36348594300,Arkadiusz Lewicki,2008,20
55489189000,Ons Maâtouk,2014,24
57196223196,Qing Yang,2002,19
7402351477,R. Sutherland,1996,13
6603014015,Thierry Tonon,2000,24
56529337000,Marwa Mhamdi,2017,24
14049909700,Jesús Sánchez Cuadrado,2009,19
8892516000,Siba Haidar,2005,15
56180688500,Irwansyah,2016,26
36146126700,H. J. Wang,2008,19
55872772700,Rosario Giustolisi,2014,24
55938653300,Alain Somat,2005,20
7401958611,Jingliang Peng,2016,26
57204048399,Dylan Fagot,2018,28
57194475584,G. Rivlis,2004,14
55402522100,J. B. Bellat,2004,14
55389883800,Lam Pham Sy,2012,22
57197579041,Debajyoti Upadhyay,2011,21
6506932461,Stéphane Segonds,2004,14
24764870200,Haritz Jauregi,2011,21
35113564800,Hemanta K. Maji,2015,25
56002097500,Elmira Amrollah,2010,20
57195960663,Hamza Ben Ammar,2017,27
6701772394,Marie Hélène Balesdent,1992,28
55665594500,Mary Lou Maher,2010,20
7202239693,Karlheinz Bock,2008,26
8697757200,Nicolas Sawaya,2008,18
56114194500,Celine Cailler,2014,24
6601990079,Boris Dewitte,1999,22
6602367569,S. Khasa,1999,19
57203072478,Marco Pala,2005,15
55879998800,Peter Langendoerfer,2006,16
7005942578,Michael G. Fehlings,2007,27
36622122300,Yassine Benabbas,2011,20
14319115400,A. El Fatimy,2005,16
6507060520,F. Moutazaim,1999,19
55093789400,Manuel Alonso,2012,22
57198175247,J. Font,2002,16
7102240774,A. Rousseau,1996,17
56647879700,H. E. Fakhfakh,2014,24
23471997300,Eduardo Cabrera,2007,17
8837776800,B. Carré,1990,15
7401496016,Jean Marie André,1992,20
6508004152,Arnaud Quesney,1998,8
6603393347,J. M. Biannic,2004,14
55801236900,A. Farjallah,2013,23
34969336100,Thierry Marcot,2009,19
6701600167,T. Berstad,2006,17
55111470500,Adrien Aubourg,2012,22
57196261804,Patrice Marc Pelletier,2017,27
35582811300,Ashish Tiwari,2000,11
57205229984,Igor Steuck,2018,28
7403505493,Motoshi Goto,2005,22
7004573440,Richard Lorion,1998,11
22981869900,Louis M. Rose,2010,20
56128299500,Zhongliang Zhao,2015,25
7202846846,A. V. Bradley,2011,20
27172267600,Sean Kennedy,2008,28
57198490235,William Gelard,2017,27
24483014400,E. Dierikx,2004,19
57188757432,Anh Tu Ho,2015,25
7101919316,T. E. Payne,2006,23
55601407500,Adam Alloul,2013,24
56316034100,Manel Zidi,2014,24
56497046800,Diego Mallo,2015,28
6603293949,E. Borgonovo,2011,22
7004842448,Tilden Meyers,2000,23
57194339485,Adeline Bossu,2016,26
7005461633,Joël Chevrier,1990,13
55222624000,Volker Mayer,2009,19
54791234200,Antonio Mazza,2012,24
6507827557,Romain Alleaume,2002,13
6507427156,N. Berline,1996,22
56971601400,Souad Tayeb-Bey,1997,20
8542158100,Susana Vieira,2016,26
55949518100,Sylvain Ruhault,2015,23
7403654026,Chin K. Lim,2006,16
7102404274,G. M. Holt,2002,16
55777318800,Adrian Spirescu,2013,23
7203071286,Takashi Ikegami,1998,17
54886211300,Edithe Selwa,2012,26
57196338183,Wang L.,2006,16
6603947200,Nathalie Viguerie,1990,25
55599094500,F. Costes,1994,24
57195346679,Gauthier Sornet,2018,27
23570781800,Rocco Di Taranto,2014,24
7005230782,O. Gorochov,1990,17
57199116053,G. Lin,2010,21
57200497560,Sónia Ferreira,2017,27
6602228124,Mahmoud Belhocine,2009,19
14518996300,Samir Ammour,2006,16
57190580569,Raphael Caulmilone,2016,26
47061342100,Karim Hossen,2011,21
55322473300,Adrian Gschwend,2012,22
7005055349,N. Bressler,1997,21
7801610108,R. Karcich,1998,20
15831610200,Karen M. Feigh,2014,25
6603615383,David Lauvergnat,1995,23
55030182900,Marc Stéfanon,2012,22
57199986085,Karl Martin,2005,15
57193749463,Shuai Xue,2017,27
57197731232,Mi Hyun Kim,2017,27
7003407742,Dietmar Geissler,1996,27
55505786500,F. Arias,1997,16
55867873200,G. Koumoulos,2006,16
6603984639,A. Anane,1995,25
6508380339,Philippe Pouletaut,2002,12
6602887222,P. L. Vidale,2003,22
6602523420,J. Clairambault,1992,16
57195621446,Ludger Leushacke,1990,28
56282532900,Marisa Lin,2014,24
34768669800,Rad Niazadeh,2010,20
